,profile_educ,profile_gender,profile_homeown,profile_hhincome,profile_marital,dem_age_r_x,profile_region9,pid_x,presapp_track,presapp_job,presapp_jobstr,presapp_job_x,presapp_econ,presapp_econstr,presapp_econ_x,presapp_foreign,presapp_foreignstr,presapp_foreign_x,presapp_health,presapp_healthstr,presapp_health_x,presapp_war,presapp_warstr,presapp_war_x,libcpre_self,libcpre_choose,libcpre_dpc,libcpre_rpc,libcpre_ptyd,libcpre_ptyr,libcpo_self,libcpo_selfch,libcpo_hdc,libcpo_hrc,paprofile_libcon_self,paprofile_libcon_pres
4990,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"8. $25,000 to $29,999",1. Married,44,7. West-south central,6. Not very strong Republican,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,2. Liberal,5. Slightly conservative,2. Liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,2. Liberal,1. Extremely liberal,"4. Moderate, middle of the road",1. Extremely liberal
4991,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"10. $35,000 to $39,999",1. Married,36,9. Pacific,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,1. Liberal,1. Extremely liberal,6. Conservative,1. Extremely liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,"4. Moderate, middle of the road",7. Extremely conservative
4992,2. High school,2. Female,2. Rented for cash,"5. $12,500 to $14,999",3. Divorced,58,4. West-north central,2. Not very strong Democract,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,3. Moderate {VOL},6. Conservative,2. Liberal,4. Moderate; middle of the road,1. Extremely liberal,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,2. Liberal,5. Slightly conservative,3. Slightly liberal
4993,1. Less than high school,1. Male,1. Owned or being bought by you or someone in your household,"4. $10,000 to $12,499",4. Separated,63,6. East-south central,4. Independent,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,3. Moderate {VOL},2. Liberal,2. Liberal,1. Extremely liberal,1. Extremely liberal,6. Conservative,-1. Inapplicable,-1. Inapplicable,2. Liberal,"4. Moderate, middle of the road",2. Liberal
4994,3. Some college,2. Female,2. Rented for cash,"6. $15,000 to $19,999",1. Married,50,6. East-south central,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,7. Extremely conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,"-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)",7. Extremely conservative,1. Extremely liberal
4995,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"10. $35,000 to $39,999",1. Married,68,5. South atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,3. Slightly liberal,4. Moderate; middle of the road,6. Conservative,1. Extremely liberal
4996,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"9. $30,000 to $34,999",3. Divorced,54,2. Mid-atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,2. Conservative,1. Extremely liberal,4. Moderate; middle of the road,1. Extremely liberal,4. Moderate; middle of the road,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,"4. Moderate, middle of the road",1. Extremely liberal
4997,2. High school,1. Male,1. Owned or being bought by you or someone in your household,"6. $15,000 to $19,999",3. Divorced,56,5. South atlantic,4. Independent,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,2. Conservative,2. Liberal,2. Liberal,2. Liberal,2. Liberal,3. Slightly liberal,-1. Inapplicable,4. Moderate; middle of the road,3. Slightly liberal,"4. Moderate, middle of the road","4. Moderate, middle of the road"
4998,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"19. $175,000 or more",1. Married,65,7. West-south central,4. Independent,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},2. Liberal,6. Conservative,2. Liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,6. Conservative,"4. Moderate, middle of the road",2. Liberal
4999,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",6. Living with partner,54,4. West-north central,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,6. Conservative,1. Extremely liberal
5000,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"14. $75,000 to $84,999",1. Married,55,8. Mountain,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,2. Liberal,4. Moderate; middle of the road,7. Extremely conservative,1. Extremely liberal
5001,1. Less than high school,2. Female,2. Rented for cash,"7. $20,000 to $24,999",1. Married,34,9. Pacific,4. Independent,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,2. Liberal,3. Slightly liberal,1. Extremely liberal,3. Slightly liberal,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,6. Conservative,-9. Refused
5002,3. Some college,2. Female,2. Rented for cash,"9. $30,000 to $34,999",5. Never married,65,3. East-north central,2. Not very strong Democract,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,2. Conservative,3. Slightly liberal,4. Moderate; middle of the road,3. Slightly liberal,3. Slightly liberal,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,"4. Moderate, middle of the road",5. Slightly conservative
5003,3. Some college,2. Female,2. Rented for cash,"11. $40,000 to $49,999",6. Living with partner,20,4. West-north central,3. Independent-Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,7. Extremely conservative,2. Liberal,6. Conservative,2. Liberal,-1. Inapplicable,-1. Inapplicable,7. Extremely conservative,"4. Moderate, middle of the road","4. Moderate, middle of the road"
5004,3. Some college,1. Male,2. Rented for cash,"8. $25,000 to $29,999",5. Never married,68,5. South atlantic,4. Independent,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},3. Slightly liberal,6. Conservative,2. Liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,"4. Moderate, middle of the road",2. Liberal
5005,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"5. $12,500 to $14,999",5. Never married,43,4. West-north central,1. Strong Democrat,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,4. Moderate; middle of the road,7. Extremely conservative,3. Slightly liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,3. Slightly liberal,"4. Moderate, middle of the road"
5006,3. Some college,1. Male,2. Rented for cash,"11. $40,000 to $49,999",1. Married,44,9. Pacific,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,5. Slightly conservative,-1. Inapplicable,2. Liberal,5. Slightly conservative,2. Liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,6. Conservative,2. Liberal
5007,4. Bachelor's degree or higher,2. Female,2. Rented for cash,"8. $25,000 to $29,999",1. Married,37,7. West-south central,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,7. Extremely conservative,4. Moderate; middle of the road,4. Moderate; middle of the road,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,"4. Moderate, middle of the road","4. Moderate, middle of the road"
5008,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"11. $40,000 to $49,999",5. Never married,26,2. Mid-atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,6. Conservative,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,6. Conservative,2. Liberal
5009,1. Less than high school,1. Male,3. Occupied without payment of cash rent,"10. $35,000 to $39,999",1. Married,46,9. Pacific,4. Independent,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,4. Moderate; middle of the road,4. Moderate; middle of the road,4. Moderate; middle of the road,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,"4. Moderate, middle of the road","4. Moderate, middle of the road"
5010,3. Some college,2. Female,2. Rented for cash,"3. $7,500 to $9,999",5. Never married,20,3. East-north central,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,7. Extremely conservative,-1. Inapplicable,2. Liberal,7. Extremely conservative,1. Extremely liberal,7. Extremely conservative,6. Conservative,-1. Inapplicable,5. Slightly conservative,2. Liberal,7. Extremely conservative,7. Extremely conservative
5011,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"15. $85,000 to $99,999",1. Married,54,5. South atlantic,2. Not very strong Democract,-9. Refused,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,4. Moderate; middle of the road,5. Slightly conservative,3. Slightly liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,3. Slightly liberal,6. Conservative,"4. Moderate, middle of the road","4. Moderate, middle of the road"
5012,2. High school,1. Male,2. Rented for cash,"9. $30,000 to $34,999",2. Widowed,66,3. East-north central,1. Strong Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,1. Extremely liberal,4. Moderate; middle of the road,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,1. Extremely liberal,2. Liberal,3. Slightly liberal,2. Liberal
5013,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,57,9. Pacific,4. Independent,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,3. Slightly liberal,6. Conservative,2. Liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,2. Liberal,7. Extremely conservative,5. Slightly conservative,3. Slightly liberal
5014,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,66,5. South atlantic,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,4. Moderate; middle of the road,1. Extremely liberal,4. Moderate; middle of the road,1. Extremely liberal,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,3. Slightly liberal,3. Slightly liberal,3. Slightly liberal
5015,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,38,3. East-north central,4. Independent,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,5. Slightly conservative,-1. Inapplicable,1. Extremely liberal,7. Extremely conservative,1. Extremely liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,5. Slightly conservative,1. Extremely liberal
5016,2. High school,2. Female,2. Rented for cash,"8. $25,000 to $29,999",1. Married,50,7. West-south central,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},7. Extremely conservative,1. Extremely liberal,7. Extremely conservative,1. Extremely liberal,4. Moderate; middle of the road,-1. Inapplicable,-9. Refused,-1. Inapplicable,"4. Moderate, middle of the road",7. Extremely conservative
5017,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"14. $75,000 to $84,999",3. Divorced,42,8. Mountain,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,3. Slightly liberal,6. Conservative,2. Liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,3. Slightly liberal,5. Slightly conservative,6. Conservative,2. Liberal
5018,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"7. $20,000 to $24,999",3. Divorced,24,5. South atlantic,3. Independent-Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,1. Liberal,5. Slightly conservative,7. Extremely conservative,3. Slightly liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,"4. Moderate, middle of the road",3. Slightly liberal
5019,1. Less than high school,2. Female,1. Owned or being bought by you or someone in your household,"3. $7,500 to $9,999",3. Divorced,56,5. South atlantic,3. Independent-Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,2. Conservative,1. Extremely liberal,7. Extremely conservative,1. Extremely liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,-1. Inapplicable,5. Slightly conservative,6. Conservative
5020,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"6. $15,000 to $19,999",2. Widowed,74,5. South atlantic,2. Not very strong Democract,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,6. Conservative,3. Slightly liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,3. Slightly liberal,5. Slightly conservative,3. Slightly liberal,"4. Moderate, middle of the road"
5021,2. High school,2. Female,2. Rented for cash,"8. $25,000 to $29,999",1. Married,49,5. South atlantic,2. Not very strong Democract,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,3. Slightly liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,1. Extremely liberal,-1. Inapplicable,7. Extremely conservative,4. Moderate; middle of the road,1. Extremely liberal,7. Extremely conservative
5022,4. Bachelor's degree or higher,2. Female,2. Rented for cash,"16. $100,000 to $124,999",4. Separated,52,2. Mid-atlantic,1. Strong Democrat,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,-9. Refused,-9. Refused,2. Liberal,2. Liberal
5023,4. Bachelor's degree or higher,1. Male,2. Rented for cash,"10. $35,000 to $39,999",5. Never married,53,2. Mid-atlantic,6. Not very strong Republican,1. Right direction,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,4. Moderate; middle of the road,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,5. Slightly conservative,2. Liberal
5024,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"14. $75,000 to $84,999",1. Married,32,3. East-north central,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,4. Moderate; middle of the road,4. Moderate; middle of the road,4. Moderate; middle of the road,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,-9. Refused,"4. Moderate, middle of the road",2. Liberal
5025,4. Bachelor's degree or higher,2. Female,2. Rented for cash,"13. $60,000 to $74,999",1. Married,28,9. Pacific,2. Not very strong Democract,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,5. Slightly conservative,-1. Inapplicable,2. Liberal,7. Extremely conservative,3. Slightly liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,5. Slightly conservative,"4. Moderate, middle of the road"
5026,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"15. $85,000 to $99,999",1. Married,63,6. East-south central,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Liberal,-1. Inapplicable,3. Slightly liberal,7. Extremely conservative,4. Moderate; middle of the road,7. Extremely conservative,2. Liberal,-1. Inapplicable,-1. Inapplicable,6. Conservative,2. Liberal,"4. Moderate, middle of the road"
5027,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"10. $35,000 to $39,999",3. Divorced,59,7. West-south central,3. Independent-Democrat,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,2. Liberal,7. Extremely conservative,2. Liberal,6. Conservative,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,"4. Moderate, middle of the road"
5028,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"12. $50,000 to $59,999",6. Living with partner,27,8. Mountain,6. Not very strong Republican,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,2. Conservative,3. Slightly liberal,5. Slightly conservative,5. Slightly conservative,4. Moderate; middle of the road,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,6. Conservative,5. Slightly conservative
5029,4. Bachelor's degree or higher,1. Male,2. Rented for cash,"13. $60,000 to $74,999",1. Married,38,7. West-south central,6. Not very strong Republican,2. Wrong track,-9. Refused,-1. Inapplicable,-9. Refused,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,6. Conservative,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,7. Extremely conservative,6. Conservative,-1. Inapplicable,-9. Refused,6. Conservative,6. Conservative,2. Liberal
5030,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,42,2. Mid-atlantic,4. Independent,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,1. Extremely liberal,7. Extremely conservative,1. Extremely liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,1. Extremely liberal,6. Conservative,5. Slightly conservative,"4. Moderate, middle of the road"
5031,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"15. $85,000 to $99,999",1. Married,76,3. East-north central,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,1. Extremely liberal,4. Moderate; middle of the road,2. Liberal,4. Moderate; middle of the road,5. Slightly conservative,-1. Inapplicable,4. Moderate; middle of the road,5. Slightly conservative,5. Slightly conservative,2. Liberal
