reportnumber,origin,filerid,filertype,filername,firstname,middleinitial,lastname,office,legislativedistrict,position,party,jurisdiction,jurisdictioncounty,jurisdictiontype,electionyear,amount,recordtype,fromdate,thrudate,debtdate,code,description,vendorname,vendoraddress,vendorcity,vendorstate,vendorzip
100468917,B.3,JOHNJ  362,Candidate,JOHNSON JAMES K,JAMES,K,JOHNSON,COUNTY COMMISSIONER,COUNTY SHERIFF,,,NON PARTISAN,KING CO,KING,Local,2012,4000,DEBT,4/26/12,4/30/12,4/30/12,Operation and Overhead,POLL (PRECISION POLLING),ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100480862,B.3,VIRKB  058,Candidate,VIRK BOBBY S,BOBBY,S,VIRK,STATE REPRESENTATIVE,COUNTY COMMISSIONER,,2,REPUBLICAN,ISLAND CO,ISLAND,Local,2012,3.24,DEBT,7/17/12,7/30/12,3/31/12,,KEY ,JOHNSON  JILL,P.O. BOX 818,OAK HARBOR ,WA
100480869,B.3,VIRKB  058,Candidate,VIRK BOBBY S,BOBBY,S,VIRK,STATE REPRESENTATIVE,COUNTY COMMISSIONER,,2,REPUBLICAN,ISLAND CO,ISLAND,Local,2012,3.24,DEBT,7/17/12,7/30/12,3/31/12,,KEY ,JOHNSON  JILL,P.O. BOX 818,OAK HARBOR ,WA
100477693,B.3,ERNSG  040,Candidate,ERNSDORFF GARY M,GARY,M,ERNSDORFF,SUPERIOR COURT JUDGE,COUNTY COMMISSIONER,,2,REPUBLICAN,SKAGIT CO,SKAGIT,Local,2012,6481.18,DEBT,6/1/12,7/16/12,7/16/12,,,CABELA'S (VISA),,,
100480739,B.3,MULLM  027,Candidate,MULLET MARK D,MARK,D,MULLET,STATE SENATOR,COUNTY COMMISSIONER,,2,REPUBLICAN,ISLAND CO,ISLAND,Local,2012,3.24,DEBT,7/17/12,7/30/12,3/31/12,,KEY ,JOHNSON  JILL,P.O. BOX 818,OAK HARBOR ,WA
100481141,B.3,OOSTL  506,Candidate,OOSTERMAN LINDA L,LINDA,L,OOSTERMAN,PUBLIC UTILITY COMMISSIONER,STATE SUPREME COURT JUSTICE,,9,NON PARTISAN,SUPREME COURT,,Judicial,2012,305.34,DEBT,6/1/12,7/16/12,6/27/12,Operation and Overhead,WSST,DATAGRAPHICS,PO BOX 11794 ,OLYMPIA,WA
100481713,B.3,URQUJ  109,Candidate,URQUHART JOHN W,JOHN,W,URQUHART,COUNTY SHERIFF,STATE REPRESENTATIVE,41,1,DEMOCRAT,LEG DISTRICT 41 - HOUSE,KING,Legislative,2012,275.25,DEBT,6/1/12,7/16/12,7/16/12,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST #819,SEATTLE,WA
100482143,B.3,HAMID  528,Candidate,HAMILTON DENNIS K,DENNIS,K,HAMILTON,COUNTY COMMISSIONER,ATTORNEY GENERAL,,,DEMOCRAT,"ATTORNEY GENERAL, OFFICE OF",,Statewide,2012,19000,DEBT,1/1/12,1/31/12,1/31/12,,CONSULTING,NEW PARTNERS CONSULTING INC.,1250 EYE ST NW STE 200,WASHINGTON,DC
100480808,B.3,CLIFE  113,Candidate,CLIFTHORNE EVAN H,EVAN,H,CLIFTHORNE,STATE REPRESENTATIVE,COUNTY COMMISSIONER,,2,REPUBLICAN,ISLAND CO,ISLAND,Local,2012,3.24,DEBT,7/17/12,7/30/12,3/31/12,,KEY ,JOHNSON  JILL,P.O. BOX 818,OAK HARBOR ,WA
100483200,B.3,URQUJ  109,Candidate,URQUHART JOHN W,JOHN,W,URQUHART,COUNTY SHERIFF,STATE REPRESENTATIVE,36,2,DEMOCRAT,LEG DISTRICT 36 - HOUSE,KING,Legislative,2012,7219.03,DEBT,6/1/12,7/16/12,7/16/12,Operation and Overhead,"MAILER PRINT & DESIGN (CAPCITY, KAYLORMADE)",ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100483293,B.3,LAWVB  411,Candidate,LAWVER BENJAMIN,BENJAMIN,,LAWVER,STATE REPRESENTATIVE,STATE REPRESENTATIVE,8,1,DEMOCRAT,LEG DISTRICT 08 - HOUSE,BENTON,Legislative,2012,2000,DEBT,6/1/12,7/16/12,7/16/12,,CONSULTING/YARD SIGNS,WINPOWER STRATEGIES INC,1402 3RD AVE #505,SEATTLE,WA
100481000,B.3,ERNSG  040,Candidate,ERNSDORFF GARY M,GARY,M,ERNSDORFF,SUPERIOR COURT JUDGE,STATE REPRESENTATIVE,28,2,REPUBLICAN,LEG DISTRICT 28 - HOUSE,PIERCE,Legislative,2012,2250,DEBT,6/1/12,7/16/12,2/1/12,,$750 PER MONTH THROUGH OCTOBER,"ALLIED COMMUNICATION STRATEGIES, LLC",PO BOX 4131,OLYMPIA,WA
100481053,B.3,VIRKB  058,Candidate,VIRK BOBBY S,BOBBY,S,VIRK,STATE REPRESENTATIVE,STATE SUPREME COURT JUSTICE,,9,NON PARTISAN,SUPREME COURT,,Judicial,2012,305.34,DEBT,6/1/12,7/16/12,6/27/12,Operation and Overhead,WSST,DATAGRAPHICS,PO BOX 11794 ,OLYMPIA,WA
100480666,B.3,FREER  023,Candidate,FREEMAN ROGER D,ROGER,D,FREEMAN,STATE REPRESENTATIVE,STATE SUPREME COURT JUSTICE,,9,NON PARTISAN,SUPREME COURT,,Judicial,2012,200,DEBT,6/1/12,7/16/12,6/27/12,Operation and Overhead,SLIM JIM DESIGN,DATAGRAPHICS,PO BOX 11794 ,OLYMPIA,WA
100480788,B.3,WILLB2 501,Candidate,WILLIAMS BRENDAN W,BRENDAN,W,WILLIAMS,APPEALS COURT JUDGE,STATE AUDITOR,,,DEMOCRAT,"AUDITOR, OFFICE OF STATE",,Statewide,2012,566,DEBT,4/13/12,4/30/12,4/30/12,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100480841,B.3,PIAZJ  274,Candidate,PIAZZA JOHN J SR,JOHN,J,PIAZZA,COUNTY COMMISSIONER,STATE REPRESENTATIVE,11,2,DEMOCRAT,LEG DISTRICT 11 - HOUSE,KING,Legislative,2012,4505.63,DEBT,6/1/12,7/16/12,7/16/12,,CONSULTING/PHOTOGRAPHY,WINPOWER STRATEGIES,111 S LANDER #303,SEATTLE,WA
100481105,B.3,LADEC2 408,Candidate,LADENBURG CONNIE J,CONNIE,J,LADENBURG,COUNTY COUNCIL MEMBER,STATE REPRESENTATIVE,11,2,DEMOCRAT,LEG DISTRICT 11 - HOUSE,KING,Legislative,2012,306,DEBT,7/17/12,7/30/12,7/30/12,,ADVERTISEMENT,SEATTLE MEDIUM NEWSPAPER,2600 S JACKSON ST,SEATTLE,WA
100481322,B.3,LADEJ2 408,Candidate,LADENBURG JOHN W SR,JOHN,W,LADENBURG,STATE SUPREME COURT JUSTICE,COUNTY COUNCIL MEMBER,,4,DEMOCRAT,PIERCE CO,PIERCE,Local,2012,227.01,DEBT,7/17/12,7/30/12,6/24/12,,YARD SIGNS,BDC RESOURCES,6312 19TH ST W,TACOMA,WA
100483277,B.3,FEY J  422,Candidate,FEY JACOB C,JACOB,C,FEY,STATE REPRESENTATIVE,STATE REPRESENTATIVE,8,1,DEMOCRAT,LEG DISTRICT 08 - HOUSE,BENTON,Legislative,2012,2000,DEBT,6/1/12,7/16/12,7/16/12,,CONSULTING/YARD SIGNS,WINPOWER STRATEGIES INC,1402 3RD AVE #505,SEATTLE,WA
100467026,B.3,MCCLS  104,Candidate,MCCLOUD SHERYL G,SHERYL,G,MCCLOUD,STATE SUPREME COURT JUSTICE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,300,DEBT,11/1/11,11/30/11,11/30/11,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100468957,B.3,ASHAK  359,Candidate,ASHABRANER KARIN L,KARIN,L,ASHABRANER,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,300,DEBT,11/1/11,11/30/11,11/30/11,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100476408,B.3,THOMT  368,Candidate,THOMAS TIMOTHY N JR,TIMOTHY,N,THOMAS,COUNTY COMMISSIONER,COUNTY COMMISSIONER,,1,DEMOCRAT,MASON CO,MASON,Local,2012,1000,DEBT,5/1/12,5/31/12,2/1/12,,JANUARY SERVICES,TRAINING ASSOCIATES PACIFIC,381 NE TIGER WAY E,BELFAIR,WA
100480857,B.3,FROEA  390,Candidate,FROEHLING ANTONI H,ANTONI,H,FROEHLING,SUPERIOR COURT JUDGE,SUPERIOR COURT JUDGE,,40,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,343.75,DEBT,2/1/12,2/29/12,2/29/12,,TREASURY SERVICES,ABBOT TAYLOR,349 16TH AVE E #30,SEATTLE,WA
100481361,B.3,NICKG  116,Candidate,NICKELS GREGORY J,GREGORY,J,NICKELS,SECRETARY OF STATE,STATE REPRESENTATIVE,8,1,DEMOCRAT,LEG DISTRICT 08 - HOUSE,BENTON,Legislative,2012,500,DEBT,2/1/12,2/29/12,2/29/12,,WEBSITE ESTIMATE,UPWARDS TECHNOLOGIES,"603 STEWART ST, STE 819",SEATTLE,WA
100482033,B.3,ASHAK  359,Candidate,ASHABRANER KARIN L,KARIN,L,ASHABRANER,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100482039,B.3,ASHAK  359,Candidate,ASHABRANER KARIN L,KARIN,L,ASHABRANER,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100477455,B.3,FROEA  390,Candidate,FROEHLING ANTONI H,ANTONI,H,FROEHLING,SUPERIOR COURT JUDGE,SUPERIOR COURT JUDGE,,19,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,105.42,DEBT,6/1/12,6/30/12,6/30/12,,TREASURY SERVICES,ABBOT TAYLOR,349 16TH AVE E #30,SEATTLE,WA
100486679,B.3,HUGHC  245,Candidate,HUGHES CHARLES (RICK) R II,CHARLES (RICK),R,HUGHES,COUNTY COUNCIL MEMBER,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100477283,B.3,FEY J  422,Candidate,FEY JACOB C,JACOB,C,FEY,STATE REPRESENTATIVE,SUPERIOR COURT JUDGE,,19,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,105.42,DEBT,6/1/12,6/30/12,6/30/12,,TREASURY SERVICES,ABBOT TAYLOR,349 16TH AVE E #30,SEATTLE,WA
100482182,B.3,SCHLS  373,Candidate,SCHLUMPF SHELLY L,SHELLY,L,SCHLUMPF,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100477173,B.3,JINKL  407,Candidate,JINKINS LAURIE A,LAURIE,A,JINKINS,STATE REPRESENTATIVE,SUPERIOR COURT JUDGE,,19,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,105.42,DEBT,6/1/12,6/30/12,6/30/12,,TREASURY SERVICES,ABBOT TAYLOR,349 16TH AVE E #30,SEATTLE,WA
100468246,B.3,VANDK  382,Candidate,VAN DE WEGE KEVIN W,KEVIN,W,VAN DE WEGE,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100469894,B.3,JINKL  407,Candidate,JINKINS LAURIE A,LAURIE,A,JINKINS,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100469918,B.3,SIEGS  125,Candidate,SIEGFRIEDT SARAJANE,SARAJANE,,SIEGFRIEDT,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100476998,B.3,ROSKJ  207,Candidate,ROSKELLEY JOHN F,JOHN,F,ROSKELLEY,COUNTY COMMISSIONER,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100477024,B.3,CLIBJ  040,Candidate,CLIBBORN JUDITH R,JUDITH,R,CLIBBORN,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100481121,B.3,MANTS  406,Candidate,MANTHOU SPIRO,SPIRO,,MANTHOU,COUNTY ASSESSOR,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100478803,B.3,WOLFC  501,Candidate,WOLFE CATHY M,CATHY,M,WOLFE,COUNTY COMMISSIONER,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100476774,B.3,FARRT  408,Candidate,FARRELL TIMOTHY M,TIMOTHY,M,FARRELL,COUNTY ASSESSOR,STATE REPRESENTATIVE,28,1,REPUBLICAN,LEG DISTRICT 28 - HOUSE,PIERCE,Legislative,2012,439.06,DEBT,5/25/12,5/31/12,5/31/12,,,MASTER CARD,6826 35TH STREET CT W,UNIVERSITY PLACE,WA
100477088,B.3,GOODR  033,Candidate,GOODMAN ROGER E,ROGER,E,GOODMAN,STATE REPRESENTATIVE,STATE REPRESENTATIVE,28,1,REPUBLICAN,LEG DISTRICT 28 - HOUSE,PIERCE,Legislative,2012,439.06,DEBT,5/25/12,5/31/12,5/31/12,,,MASTER CARD,6826 35TH STREET CT W,UNIVERSITY PLACE,WA
100483301,B.3,MOSCL  043,Candidate,MOSCOSO LUIS S,LUIS,S,MOSCOSO,STATE REPRESENTATIVE,STATE REPRESENTATIVE,8,1,DEMOCRAT,LEG DISTRICT 08 - HOUSE,BENTON,Legislative,2012,471.75,DEBT,7/17/12,7/30/12,7/30/12,,WAGES,LEE MARK,2401 W CANAL DR,KENNEWICK,WA
100477090,B.3,MORRJ  273,Candidate,MORRIS JEFFREY R,JEFFREY,R,MORRIS,STATE REPRESENTATIVE,STATE REPRESENTATIVE,46,2,DEMOCRAT,LEG DISTRICT 46 - HOUSE,KING,Legislative,2012,366.67,DEBT,5/1/12,5/31/12,5/31/12,Operation and Overhead,"AD, DOORBELLER DESIGN (KAYLORMADE)",ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100477194,B.3,INSLJ  110,Candidate,INSLEE JAY R,JAY,R,INSLEE,GOVERNOR,STATE REPRESENTATIVE,28,1,REPUBLICAN,LEG DISTRICT 28 - HOUSE,PIERCE,Legislative,2012,439.06,DEBT,5/25/12,5/31/12,5/31/12,,,MASTER CARD,6826 35TH STREET CT W,UNIVERSITY PLACE,WA
100479856,B.3,CAMPK  466,Candidate,CAMPBELL KENNETH C,KENNETH,C,CAMPBELL,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100476052,B.3,PETTE  118,Candidate,PETTIGREW ERIC,ERIC,,PETTIGREW,STATE REPRESENTATIVE,SUPERIOR COURT JUDGE,,19,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,105.42,DEBT,6/1/12,6/30/12,6/30/12,,TREASURY SERVICES,ABBOT TAYLOR,349 16TH AVE E #30,SEATTLE,WA
100476467,B.3,CAMPK  466,Candidate,CAMPBELL KENNETH C,KENNETH,C,CAMPBELL,STATE REPRESENTATIVE,SUPERIOR COURT JUDGE,,19,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,105.42,DEBT,6/1/12,6/30/12,6/30/12,,TREASURY SERVICES,ABBOT TAYLOR,349 16TH AVE E #30,SEATTLE,WA
100477084,B.3,FROCD2 111,Candidate,FROCKT DAVID S,DAVID,S,FROCKT,STATE SENATOR,COUNTY COMMISSIONER,,1,DEMOCRAT,MASON CO,MASON,Local,2012,1000,DEBT,5/1/12,5/31/12,2/1/12,,JANUARY SERVICES,TRAINING ASSOCIATES PACIFIC,381 NE TIGER WAY E,BELFAIR,WA
100480782,B.3,FROCD2 111,Candidate,FROCKT DAVID S,DAVID,S,FROCKT,STATE SENATOR,COUNTY COMMISSIONER,,3,INDEPENDENT,MASON CO,MASON,Local,2012,51.44,DEBT,7/17/12,7/30/12,4/2/12,,POSTAGE,JEFFREYS TERRI M,PO BOX 382,SHELTON,WA
100477196,B.3,MOSCL  043,Candidate,MOSCOSO LUIS S,LUIS,S,MOSCOSO,STATE REPRESENTATIVE,SUPERIOR COURT JUDGE,,19,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,105.42,DEBT,6/1/12,6/30/12,6/30/12,,TREASURY SERVICES,ABBOT TAYLOR,349 16TH AVE E #30,SEATTLE,WA
100469566,B.3,LYTTK  221,Candidate,LYTTON KRISTINE C,KRISTINE,C,LYTTON,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,10000,DEBT,5/1/12,5/31/12,5/31/12,,CONSULTING ESTIMATE,TRILOGY INTERACTIVE LLC,PO BOX 4177,MOUNTAIN VIEW,CA
100482048,B.3,PHILB  111,Candidate,PHILLIPS BRETT,BRETT,,PHILLIPS,STATE REPRESENTATIVE,COUNTY COUNCIL MEMBER,,4,DEMOCRAT,PIERCE CO,PIERCE,Local,2012,227.01,DEBT,7/17/12,7/30/12,6/24/12,,YARD SIGNS,BDC RESOURCES,6312 19TH ST W,TACOMA,WA
100476909,B.3,JEFFT  485,Candidate,JEFFREYS TERRI M,TERRI,M,JEFFREYS,COUNTY COMMISSIONER,COUNTY COMMISSIONER,,1,DEMOCRAT,MASON CO,MASON,Local,2012,1000,DEBT,5/1/12,5/31/12,2/1/12,,JANUARY SERVICES,TRAINING ASSOCIATES PACIFIC,381 NE TIGER WAY E,BELFAIR,WA
100467965,B.3,HAASM  368,Candidate,HAAS MICHAEL E,MICHAEL,E,HAAS,SUPERIOR COURT JUDGE,STATE REPRESENTATIVE,46,2,DEMOCRAT,LEG DISTRICT 46 - HOUSE,KING,Legislative,2012,711.75,DEBT,4/1/12,4/30/12,4/30/12,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST #819,SEATTLE,WA
100469890,B.3,CLOUJ  336,Candidate,CLOUGH JERAME V,JERAME,V,CLOUGH,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100477085,B.3,PHILB  111,Candidate,PHILLIPS BRETT,BRETT,,PHILLIPS,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100480422,B.3,DUNSH  291,Candidate,DUNSHEE HANS M,HANS,M,DUNSHEE,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,5070.14,DEBT,2/1/12,2/29/12,2/29/12,,CONSULTING/TRAVEL,HIRSCHBERG STRATEGIES INC.,1010 VERMONT AVE NW #814,WASHINGTON,DC
100475519,B.3,SEAQL  335,Candidate,SEAQUIST LARRY R,LARRY,R,SEAQUIST,STATE REPRESENTATIVE,STATE REPRESENTATIVE,26,1,DEMOCRAT,LEG DISTRICT 26 - HOUSE,PIERCE,Legislative,2012,1000,DEBT,4/1/12,4/30/12,4/11/12,Operation and Overhead,APRIL RETAINER,WINPOWER STRATEGIES,111 S LANDER STREET SUITE 303,SEATTLE,WA
100481149,B.3,OOSTL  506,Candidate,OOSTERMAN LINDA L,LINDA,L,OOSTERMAN,PUBLIC UTILITY COMMISSIONER,PUBLIC UTILITY COMMISSIONER,,1,NON PARTISAN,"THURSTON PUD 01, 02, 03",THURSTON,Local,2012,2493.83,DEBT,7/17/12,7/30/12,7/13/12,,PRIMARY ELECTION MAILING EXPENDITURE,STRATEGIES 360,1505 WESTLAKE AVENUE N 1000,SEATTLE,WA
100481180,B.3,OYLEM  209,Candidate,OYLER MORGAN S,MORGAN,S,OYLER,STATE REPRESENTATIVE,STATE REPRESENTATIVE,3,1,REPUBLICAN,LEG DISTRICT 03 - HOUSE,SPOKANE,Legislative,2012,3231.86,DEBT,7/17/12,7/30/12,7/30/12,,,AMEX,2702 W DALTON,SPOKANE,WA
100484235,B.3,TANNJ  660,Candidate,TANNER JOE D,JOE,D,TANNER,COUNTY COMMISSIONER,COUNTY COUNCIL MEMBER,,4,DEMOCRAT,PIERCE CO,PIERCE,Local,2012,227.01,DEBT,7/17/12,7/30/12,6/24/12,,YARD SIGNS,BDC RESOURCES,6312 19TH ST W,TACOMA,WA
100482705,B.3,MCAUR  011,Candidate,MCAULIFFE ROSEMARY A,ROSEMARY,A,MCAULIFFE,STATE SENATOR,STATE SENATOR,1,,DEMOCRAT,LEG DISTRICT 01 - SENATE,KING,Legislative,2012,10801.82,DEBT,7/17/12,7/30/12,7/30/12,,POSTAGE/PRINTING,TR STRATEGIES,1612 SPRINGWOOD AVE NE,OLYMPIA,WA
100477446,B.3,SPENP  648,Candidate,SPENCER PAUL G,PAUL,G,SPENCER,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,225,DEBT,5/1/12,5/31/12,10/31/11,Operation and Overhead,OCTOBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100477447,B.3,SPENP  648,Candidate,SPENCER PAUL G,PAUL,G,SPENCER,STATE REPRESENTATIVE,STATE REPRESENTATIVE,46,2,DEMOCRAT,LEG DISTRICT 46 - HOUSE,KING,Legislative,2012,366.67,DEBT,5/1/12,5/31/12,5/31/12,Operation and Overhead,"AD, DOORBELLER DESIGN (KAYLORMADE)",ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100477208,B.3,LAWVB  411,Candidate,LAWVER BENJAMIN,BENJAMIN,,LAWVER,STATE REPRESENTATIVE,STATE REPRESENTATIVE,46,2,DEMOCRAT,LEG DISTRICT 46 - HOUSE,KING,Legislative,2012,366.67,DEBT,5/1/12,5/31/12,5/31/12,Operation and Overhead,"AD, DOORBELLER DESIGN (KAYLORMADE)",ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100477227,B.3,CANNS  133,Candidate,CANN SYLVESTER,SYLVESTER,,CANN,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,225,DEBT,5/1/12,5/31/12,10/31/11,Operation and Overhead,OCTOBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100477265,B.3,LADEJ2 408,Candidate,LADENBURG JOHN W SR,JOHN,W,LADENBURG,STATE SUPREME COURT JUSTICE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,225,DEBT,5/1/12,5/31/12,10/31/11,Operation and Overhead,OCTOBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100477418,B.3,JONEM  073,Candidate,JONES MARIANNE K,MARIANNE,K,JONES,SUPERIOR COURT JUDGE,ATTORNEY GENERAL,,,DEMOCRAT,"ATTORNEY GENERAL, OFFICE OF",,Statewide,2012,19000,DEBT,1/1/12,1/31/12,1/31/12,,CONSULTING,NEW PARTNERS CONSULTING INC.,1250 EYE ST NW STE 200,WASHINGTON,DC
100477403,B.3,DUNNR  059,Candidate,DUNN REAGAN B,REAGAN,B,DUNN,ATTORNEY GENERAL,ATTORNEY GENERAL,,,DEMOCRAT,"ATTORNEY GENERAL, OFFICE OF",,Statewide,2012,19000,DEBT,1/1/12,1/31/12,1/31/12,,CONSULTING,NEW PARTNERS CONSULTING INC.,1250 EYE ST NW STE 200,WASHINGTON,DC
100476647,B.3,MORRP  362,Candidate,MORRIS PATRICIA J,PATRICIA,J,MORRIS,COUNTY COMMISSIONER,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,225,DEBT,5/1/12,5/31/12,10/31/11,Operation and Overhead,OCTOBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100477101,B.3,SEAQL  335,Candidate,SEAQUIST LARRY R,LARRY,R,SEAQUIST,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,225,DEBT,5/1/12,5/31/12,10/31/11,Operation and Overhead,OCTOBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100477375,B.3,CLIFE  113,Candidate,CLIFTHORNE EVAN H,EVAN,H,CLIFTHORNE,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,1000,DEBT,2/1/12,2/29/12,11/5/10,Operation and Overhead,WIN BONUS,KOHLWES CURT,711 N    1ST STREET APT. 303,TACOMA,WA
